,track_uri,track_name,artist_name,artist_pop,artist_genres,album,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,date,checked_date,rock viet,vinahouse,viet edm,mainland se asia metal,vietnamese bolero,indie viet,vietnamese trap,vietnamese hip hop,viet remix,viet lo-fi,viet instrumental,year,v_pop,v_rap
626,spotify:track:1QsIuSly9PoUZlS095s8vA,Điều Buồn Nhất,Kai Đinh,47,"['v-pop', 'viet lo-fi']",Lâu Phai (lofi) 1,47,0.554,0.433,7,-8.846,1,0.0581,0.891,0.0841,0.294,0.324,75.025,1QsIuSly9PoUZlS095s8vA,255377,4,2021-01-20,2021-01-20,0,0,0,0,0,0,0,0,0,1,0,2021,1.0,0.0
627,spotify:track:3yKzLSeR9NTwCTg9HvQkcJ,Chưa Quên Người Yêu Cũ,Hà Nhi,47,['v-pop'],Chưa Quên Người Yêu Cũ,55,0.435,0.395,4,-7.337,1,0.0506,0.839,0.0,0.111,0.246,145.688,3yKzLSeR9NTwCTg9HvQkcJ,302466,4,2022-08-03,2022-08-03,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
628,spotify:track:1hwkqWFtcig4QVyOhcgm12,Chỉ Là Muốn Nói,Khải,32,['viet chill rap'],Chỉ Là Muốn Nói,48,0.538,0.328,7,-11.294,1,0.0351,0.636,0.0006,0.299,0.208,124.014,1hwkqWFtcig4QVyOhcgm12,286482,4,2021-03-28,2021-03-28,0,0,0,0,0,0,0,0,0,0,0,2021,0.0,1.0
629,spotify:track:32WPsyw26gS9JrzHMJcJx3,Đường Ai Nấy Đi,Bùi Anh Tuấn,44,['v-pop'],Đường Ai Nấy Đi,34,0.464,0.367,11,-7.719,0,0.031,0.794,0.0,0.127,0.294,119.177,32WPsyw26gS9JrzHMJcJx3,319811,4,2020-12-17,2020-12-17,0,0,0,0,0,0,0,0,0,0,0,2020,1.0,0.0
630,spotify:track:181ro24DV5RoELBTxHmO77,Giả Vờ Nhưng Anh Yêu Em,Ngô Anh Đạt,29,['viet lo-fi'],Giả Vờ Nhưng Anh Yêu Em,30,0.669,0.356,5,-8.486,1,0.0301,0.885,0.0,0.0995,0.209,129.947,181ro24DV5RoELBTxHmO77,216923,4,2022-02-08,2022-02-08,0,0,0,0,0,0,0,0,0,1,0,2022,0.0,0.0
631,spotify:track:1ZDNOfkObXb4SYuXHWVnHK,Không Yêu Cũng Chẳng Cô Đơn,Đỗ Hoàng Dương,23,"['v-pop', 'vietnamese idol pop']",Không Yêu Cũng Chẳng Cô Đơn,44,0.648,0.759,10,-4.671,1,0.0292,0.247,0.0,0.126,0.302,107.979,1ZDNOfkObXb4SYuXHWVnHK,288889,4,2021-01-22,2021-01-22,0,0,0,0,0,0,0,0,0,0,0,2021,1.0,0.0
632,spotify:track:54UNNgtE3zzERwTuWSQLqd,có hẹn với thanh xuân,MONSTAR,46,['v-pop'],Over The Moon,59,0.613,0.5,10,-8.349,1,0.0277,0.547,0.000181,0.327,0.342,99.998,54UNNgtE3zzERwTuWSQLqd,218027,4,2021-08-01,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,2021,1.0,0.0
633,spotify:track:0YRtuiIMa3FM3LywGlJIii,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,55,"['v-pop', 'vietnamese idol pop', 'vietnamese melodic rap']",m-tp M-TP,54,0.705,0.72,8,-7.135,0,0.0291,0.639,0.513,0.108,0.634,110.96,0YRtuiIMa3FM3LywGlJIii,227492,4,2017-04-01,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,2017,1.0,1.0
634,spotify:track:7kgzRBNkBRArtTPkYjWLYT,bao tiền một mớ bình yên?,14 Casper,41,"['v-pop', 'viet lo-fi']",SỐ KHÔNG,57,0.429,0.364,7,-10.006,1,0.0547,0.455,0.0,0.0907,0.0857,173.63,7kgzRBNkBRArtTPkYjWLYT,300000,3,2023-03-03,2023-03-03,0,0,0,0,0,0,0,0,0,1,0,2023,1.0,0.0
635,spotify:track:1Gu3moX7qQp4t2jk6kJ0C6,Cũng Đành Thôi,Đức Phúc,47,['v-pop'],Cũng Đành Thôi,51,0.5,0.485,7,-6.876,1,0.0264,0.537,0.0,0.103,0.339,143.997,1Gu3moX7qQp4t2jk6kJ0C6,272953,4,2016-01-01,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,2016,1.0,0.0
636,spotify:track:3BpLJfSJYNuVd6S2WeKMmg,Người Ấy,Trịnh Thăng Bình,41,['v-pop'],Người Ấy,31,0.645,0.473,1,-6.822,1,0.026,0.677,0.0,0.102,0.444,110.066,3BpLJfSJYNuVd6S2WeKMmg,260627,4,2013-10-18,2013-10-18,0,0,0,0,0,0,0,0,0,0,0,2013,1.0,0.0
637,spotify:track:1kEBHXwbG62RWVhenXNaFH,Người Ta Có Thương Mình Đâu,Trúc Nhân,42,['v-pop'],Người Ta Có Thương Mình Đâu,50,0.502,0.221,6,-12.199,1,0.0385,0.846,0.0,0.0981,0.25,159.896,1kEBHXwbG62RWVhenXNaFH,228122,3,2018-07-17,2018-07-17,0,0,0,0,0,0,0,0,0,0,0,2018,1.0,0.0
638,spotify:track:2Jaaw8PrdUfPlU6o6tL5dl,Mascara,Chillies,51,"['indie viet', 'v-pop']",Mascara,52,0.652,0.332,2,-10.801,1,0.0293,0.331,0.0,0.116,0.298,113.904,2Jaaw8PrdUfPlU6o6tL5dl,293158,4,2019-12-06,2019-12-06,0,0,0,0,0,1,0,0,0,0,0,2019,1.0,0.0
639,spotify:track:7wkX67ruxr3x2GFz6vyIX9,Bước Qua Mùa Cô Đơn,Vũ.,54,"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']",Bước Qua Mùa Cô Đơn,53,0.48,0.353,1,-8.391,1,0.0319,0.689,0.000186,0.156,0.319,135.824,7wkX67ruxr3x2GFz6vyIX9,278824,4,2020-12-10,2020-12-10,1,0,0,0,0,1,0,0,0,0,0,2020,1.0,0.0
640,spotify:track:6Ccb3cFj64fgEWFikrwZdk,"Ngày Chưa Giông Bão (Theme Song From ""Người Bất Tử"")",Bùi Lan Hương,35,['v-pop'],"Ngày Chưa Giông Bão (Theme Song From ""Người Bất Tử"")",51,0.412,0.335,7,-11.271,0,0.0504,0.877,3.43e-05,0.112,0.565,144.845,6Ccb3cFj64fgEWFikrwZdk,212000,4,2018-10-18,2018-10-18,0,0,0,0,0,0,0,0,0,0,0,2018,1.0,0.0
641,spotify:track:5fR6dFtAbWjJV0VAIT6Vzi,Em Ơi,Vũ Cát Tường,44,['v-pop'],Em Ơi,53,0.449,0.343,0,-10.061,1,0.0377,0.864,5.52e-06,0.0753,0.484,77.361,5fR6dFtAbWjJV0VAIT6Vzi,201168,4,2017-02-14,2017-02-14,0,0,0,0,0,0,0,0,0,0,0,2017,1.0,0.0
642,spotify:track:39TAKt2hL8sdhVTFCNfm2Y,Ai Đưa Em Về,TIA,37,['v-pop'],Ai Đưa Em Về,57,0.809,0.49,10,-7.08,0,0.0388,0.839,0.0,0.117,0.353,99.967,39TAKt2hL8sdhVTFCNfm2Y,233249,4,2019-07-22,2019-07-22,0,0,0,0,0,0,0,0,0,0,0,2019,1.0,0.0
643,spotify:track:6Bh5qRgU4AysQh3Vv2N5Nt,vào hạ,Suni Hạ Linh,51,['v-pop'],Hương Mùa Hè EP.01,49,0.635,0.378,10,-8.319,1,0.0256,0.89,0.304,0.113,0.515,89.998,6Bh5qRgU4AysQh3Vv2N5Nt,196667,4,2022-07-03,2022-07-03,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
644,spotify:track:5Fx8zxEEaPMkwzM00JFr3N,"Tự Sự - Original Soundtrack from ""Qua Bển Làm Chi""",Orange,52,['v-pop'],"Tự Sự (Original Soundtrack from ""Qua Bển Làm Chi"")",55,0.572,0.343,9,-10.5,1,0.028,0.586,1.11e-06,0.0944,0.306,130.003,5Fx8zxEEaPMkwzM00JFr3N,257000,4,2022-05-20,2022-05-20,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
645,spotify:track:5zH2inEP6THOY8tomr3DdZ,Trên Tình Bạn Dưới Tình Yêu,MIN,53,['v-pop'],Trên Tình Bạn Dưới Tình Yêu,49,0.776,0.921,2,-3.032,0,0.0382,0.189,0.0,0.0621,0.598,108.961,5zH2inEP6THOY8tomr3DdZ,199266,4,2020-11-05,2020-11-05,0,0,0,0,0,0,0,0,0,0,0,2020,1.0,0.0
646,spotify:track:73fFRs03s0gtjggfMW213L,Ngã Tư Không Đèn,TRANG,44,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Chỉ Có Thể Là Anh,57,0.848,0.432,0,-10.262,0,0.0385,0.761,2.5e-05,0.149,0.656,120.0,73fFRs03s0gtjggfMW213L,218250,4,2022-06-18,2022-06-18,0,0,0,0,0,1,0,0,0,0,0,2022,1.0,0.0
647,spotify:track:18kE4GOlSBCpEnBdGBDIf9,Xuân Thì,Hà Anh Tuấn,43,['v-pop'],Truyện Ngắn,36,0.443,0.29,6,-10.188,1,0.0302,0.531,0.0,0.106,0.096,78.129,18kE4GOlSBCpEnBdGBDIf9,346154,4,2020-11-07,2020-11-07,0,0,0,0,0,0,0,0,0,0,0,2020,1.0,0.0
648,spotify:track:1jtrGtWxnZUeKtSN4Xxh1e,Dạ Vũ,Tăng Duy Tân,50,['v-pop'],Dạ Vũ,53,0.812,0.694,8,-6.686,0,0.0274,0.361,0.498,0.373,0.853,111.008,1jtrGtWxnZUeKtSN4Xxh1e,202168,4,2021-08-15,2021-08-15,0,0,0,0,0,0,0,0,0,0,0,2021,1.0,0.0
649,spotify:track:4ctgSlJrgAD9vaT1BsVpXG,Rơi,Hà An Huy,31,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 16,24,0.64,0.687,9,-5.437,0,0.0387,0.602,0.0,0.953,0.357,119.923,4ctgSlJrgAD9vaT1BsVpXG,212038,4,2023-10-26,2023-10-26,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
650,spotify:track:66esCF9zjUr9mBysS4vMED,Rơi,Hà An Huy,31,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 2,13,0.55,0.168,9,-13.062,0,0.0391,0.948,1.03e-06,0.0523,0.418,122.342,66esCF9zjUr9mBysS4vMED,210409,4,2023-07-18,2023-07-18,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
651,spotify:track:55uJX4EIBw0K4ur9XMiAXA,Thích Em Hơi Nhiều,Hà An Huy,31,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 9,45,0.782,0.546,11,-7.276,1,0.0414,0.19,8.32e-06,0.193,0.778,130.016,55uJX4EIBw0K4ur9XMiAXA,199385,4,2023-09-02,2023-09-02,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
652,spotify:track:4Wmi7JgzXFO5pA42CuZbk4,Dạ Vũ,Hà An Huy,31,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 15,33,0.443,0.618,8,-7.828,0,0.0452,0.628,0.0,0.0672,0.331,118.988,4Wmi7JgzXFO5pA42CuZbk4,189663,4,2023-10-19,2023-10-19,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
653,spotify:track:6Qrl2CuRkbfZ97YFojQvMP,Trăng Dưới Chân Mình,Hà An Huy,31,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 11,37,0.512,0.433,5,-9.142,0,0.035,0.629,0.0,0.776,0.247,122.037,6Qrl2CuRkbfZ97YFojQvMP,298001,4,2023-09-19,2023-09-19,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
654,spotify:track:2wUrAnOljQCwrJWlq8hy48,Khói,Hà An Huy,31,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 10,16,0.643,0.836,6,-6.688,0,0.0585,0.512,0.0,0.59,0.731,140.078,2wUrAnOljQCwrJWlq8hy48,204067,4,2023-09-12,2023-09-12,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
655,spotify:track:7uHGOdM5IJrEfN0yK41xPV,Người Hãy Quên Em Đi,Hà An Huy,31,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 14,31,0.526,0.813,10,-5.291,0,0.055,0.239,0.0,0.519,0.348,117.225,7uHGOdM5IJrEfN0yK41xPV,211291,4,2023-10-12,2023-10-12,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
656,spotify:track:1I5rlSqPgL2sYv76lu57Ax,Đào Liễu,Hà An Huy,31,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 12,36,0.601,0.681,0,-5.61,0,0.0374,0.325,9.92e-06,0.204,0.191,94.022,1I5rlSqPgL2sYv76lu57Ax,221653,4,2023-09-28,2023-09-28,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
657,spotify:track:2bQ5d89tF2ISPmHOQv7NSC,Người Lạ Ơi,Hà An Huy,31,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 16,24,0.592,0.777,11,-6.811,0,0.0752,0.225,0.0,0.157,0.451,134.976,2bQ5d89tF2ISPmHOQv7NSC,192760,4,2023-10-26,2023-10-26,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
658,spotify:track:35It3m8N2kj7L8XWofSVe2,Em Còn Đẹp Lắm,Hồ Võ Thanh Thảo,21,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 16,15,0.487,0.521,0,-6.041,1,0.033,0.27,0.0,0.125,0.239,125.988,35It3m8N2kj7L8XWofSVe2,327296,4,2023-10-26,2023-10-26,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
659,spotify:track:2TVdIYJFflUVTkK8P5yTJw,Chờ Người Nơi Ấy,Hồ Võ Thanh Thảo,21,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 15,22,0.316,0.561,8,-7.474,0,0.0459,0.499,0.0,0.215,0.204,133.155,2TVdIYJFflUVTkK8P5yTJw,244042,4,2023-10-19,2023-10-19,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
660,spotify:track:7p0e2cCP2piCjkLIOE6YFe,Trái Tim Em Cũng Biết Đau,Nguyễn Lâm Phúc,10,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 15,20,0.425,0.392,2,-9.77,0,0.0424,0.565,0.0,0.745,0.14,133.704,7p0e2cCP2piCjkLIOE6YFe,249756,4,2023-10-19,2023-10-19,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
661,spotify:track:4vB8Jqico8eGQYWDRLd4iP,Yêu Dại Khờ,Nguyễn Lâm Phúc,10,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 14,21,0.617,0.618,10,-6.88,1,0.0371,0.342,0.0,0.66,0.27,129.961,4vB8Jqico8eGQYWDRLd4iP,234704,4,2023-10-12,2023-10-12,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
662,spotify:track:23or9FCV5WHfwYKcCXzFRf,Tóc Nâu Môi Trầm,Hồ Võ Thanh Thảo,21,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 14,20,0.47,0.809,10,-5.687,0,0.0783,0.0205,0.0,0.42,0.264,145.07,23or9FCV5WHfwYKcCXzFRf,249421,4,2023-10-12,2023-10-12,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
663,spotify:track:3k26n9bKKXEicKszx32sn8,Hương Đêm Bay Xa,Hồ Võ Thanh Thảo,21,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 13,18,0.818,0.638,1,-5.016,1,0.106,0.0325,0.0,0.687,0.472,100.132,3k26n9bKKXEicKszx32sn8,197653,4,2023-10-05,2023-10-05,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
664,spotify:track:18KrAri97XwgAQEke6e2Gx,Don't You Go,Nguyễn Lâm Phúc,10,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 13,15,0.728,0.598,11,-6.798,0,0.0518,0.233,0.0,0.279,0.405,125.951,18KrAri97XwgAQEke6e2Gx,173627,4,2023-10-05,2023-10-05,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
665,spotify:track:7AxbIL1372H6k44QmMxdNJ,Cá Cắn Câu,Hồ Võ Thanh Thảo,21,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 12,19,0.53,0.803,4,-4.381,1,0.0381,0.368,0.0,0.885,0.301,103.011,7AxbIL1372H6k44QmMxdNJ,248619,4,2023-09-28,2023-09-28,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
666,spotify:track:5vg5wEh2nB2bR0Oc4q5tiE,Gió Đánh Đò Đưa,Nguyễn Lâm Phúc,10,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 12,19,0.373,0.8,10,-8.285,1,0.16,0.565,0.0,0.705,0.223,98.212,5vg5wEh2nB2bR0Oc4q5tiE,200144,4,2023-09-28,2023-09-28,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
667,spotify:track:73zmvbjz1OMLcZU2gvvHE5,Nhớ Anh,Hồ Võ Thanh Thảo,21,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 11,20,0.565,0.846,6,-6.023,1,0.0807,0.131,0.0,0.377,0.584,153.897,73zmvbjz1OMLcZU2gvvHE5,274530,4,2023-09-19,2023-09-19,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
668,spotify:track:2RkP45A77KSG2oJiAwUshY,Đêm Nằm Mơ Phố,Nguyễn Lâm Phúc,10,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 11,16,0.302,0.381,7,-10.278,0,0.0603,0.483,8.37e-06,0.568,0.215,86.234,2RkP45A77KSG2oJiAwUshY,235966,4,2023-09-19,2023-09-19,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
669,spotify:track:07eksjaGf1YXpKKmvTzelj,Say It First,Hồ Võ Thanh Thảo,21,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 10,16,0.694,0.892,4,-5.223,1,0.052,0.407,0.0,0.128,0.894,124.0,07eksjaGf1YXpKKmvTzelj,198097,4,2023-09-12,2023-09-12,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
670,spotify:track:5a4DIpdqPxBolH26P10sC1,Yêu Người Có Ước Mơ,Nguyễn Lâm Phúc,10,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 10,1,0.504,0.46,2,-8.837,1,0.031,0.744,4.28e-06,0.206,0.343,120.107,5a4DIpdqPxBolH26P10sC1,307644,4,2023-09-12,2023-09-12,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
671,spotify:track:4qw5etQyvRwJFp4cH9rtYy,Nhé Anh,Hồ Võ Thanh Thảo,21,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 9,39,0.525,0.743,5,-5.943,1,0.121,0.176,0.0,0.119,0.246,167.92,4qw5etQyvRwJFp4cH9rtYy,205714,4,2023-09-02,2023-09-02,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
672,spotify:track:3aBwUmN1I0CKfsCxZBucPm,Boom Boom,Vương Thu Hà,4,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 9,16,0.764,0.839,1,-5.758,1,0.109,0.0383,0.00112,0.693,0.75,159.968,3aBwUmN1I0CKfsCxZBucPm,186882,4,2023-09-02,2023-09-02,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
673,spotify:track:1Qg6Gxz5gG4PQIcDPmRXiy,Love Me More,Dương Thành Đạt,4,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 9,19,0.802,0.831,1,-5.282,0,0.0527,0.169,1.28e-06,0.121,0.542,130.0,1Qg6Gxz5gG4PQIcDPmRXiy,184154,4,2023-09-02,2023-09-02,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
674,spotify:track:4nJhNU0Bk9YbWscDAUJVMB,Đau Để Trưởng Thành,Lê Quốc Vương,12,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 7,31,0.34,0.227,4,-11.103,1,0.0395,0.924,2.97e-06,0.186,0.312,146.26,4nJhNU0Bk9YbWscDAUJVMB,211245,4,2023-08-19,2023-08-19,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
675,spotify:track:1JM4gwbspuCUvXXSQcvGLn,Có Người,Nguyễn Lâm Phúc,10,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 7,20,0.348,0.342,0,-6.004,1,0.0367,0.927,5.76e-05,0.135,0.287,78.745,1JM4gwbspuCUvXXSQcvGLn,268602,3,2023-08-19,2023-08-19,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
676,spotify:track:3cnnf3jVRA5j3DgxkmqPvW,Có Em Chờ,Hồ Võ Thanh Thảo,21,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 7,26,0.699,0.212,4,-8.706,1,0.0957,0.852,0.0,0.0767,0.72,148.217,3cnnf3jVRA5j3DgxkmqPvW,182448,4,2023-08-19,2023-08-19,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
677,spotify:track:5f8N1L0pzuLX4MCSATjCo5,Bao Giờ Đủ Lớn,Vương Thu Hà,4,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 7,13,0.784,0.438,6,-9.126,1,0.0394,0.824,3.27e-05,0.291,0.724,110.203,5f8N1L0pzuLX4MCSATjCo5,141261,4,2023-08-19,2023-08-19,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
678,spotify:track:5JihIdAk2kOjRuM81og0Rc,Không Thể Cùng Nhau Suốt Kiếp,Lê Thị Phương Ly,5,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 4,21,0.472,0.185,10,-9.327,1,0.037,0.922,4.15e-06,0.248,0.31,139.113,5JihIdAk2kOjRuM81og0Rc,262505,4,2023-07-29,2023-07-29,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
679,spotify:track:00NwNAFfNEDpGWvkLnf47v,Yêu Xa,Hồ Võ Thanh Thảo,21,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 1,7,0.425,0.191,0,-11.404,1,0.0329,0.868,0.0,0.0724,0.293,76.076,00NwNAFfNEDpGWvkLnf47v,265019,4,2023-07-18,2023-07-18,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
680,spotify:track:0ZRwhkDaF7Hyb2pRHoiwdw,Ngôi Thứ 3,Phạm Xuân Định,7,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 3,27,0.597,0.453,11,-7.409,0,0.0517,0.697,0.0,0.31,0.612,118.338,0ZRwhkDaF7Hyb2pRHoiwdw,136375,4,2023-07-22,2023-07-22,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
681,spotify:track:1cAL8rfLMe4Kj3IPWxxKR7,Gửi Ngàn Lời Yêu,Đoàn Thị Thanh Hiền,4,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 4,21,0.37,0.184,2,-12.589,1,0.0348,0.878,0.0,0.349,0.342,96.486,1cAL8rfLMe4Kj3IPWxxKR7,181018,3,2023-07-29,2023-07-29,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
682,spotify:track:7eLHcLry2Iur3y9ZDlSU3s,Chân Ái,Nguyễn Hoàng Hương Linh,5,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 1,5,0.479,0.227,10,-9.918,0,0.0426,0.812,0.0,0.109,0.364,102.687,7eLHcLry2Iur3y9ZDlSU3s,213512,4,2023-07-18,2023-07-18,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
683,spotify:track:11WbgGa44oFrlRmC1WD6Xi,Lần Cuối,Lê Quốc Vương,12,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 3,23,0.519,0.298,2,-8.984,1,0.0289,0.884,0.0,0.145,0.555,94.196,11WbgGa44oFrlRmC1WD6Xi,217611,4,2023-07-22,2023-07-22,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
684,spotify:track:4rb5LTAw1mopgkkhYSajnI,Giá Như Mình Đừng Yêu Nhau,Trần Quang Trung,5,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 2,4,0.457,0.222,0,-10.089,0,0.0352,0.92,0.0,0.173,0.286,102.955,4rb5LTAw1mopgkkhYSajnI,283713,4,2023-07-18,2023-07-18,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
685,spotify:track:4NHU3cngibUejAVSbUgdkR,Chuyện Của Mùa Đông,Trần Quang Chung,3,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 3,20,0.45,0.115,5,-16.677,1,0.0425,0.898,0.0,0.349,0.234,120.477,4NHU3cngibUejAVSbUgdkR,177411,4,2023-07-22,2023-07-22,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
686,spotify:track:0BetVvPgw9Q8e3SrCLJXGu,Ước Mơ Của Mẹ,Vương Thu Hà,4,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 3,17,0.489,0.248,8,-11.145,1,0.0337,0.892,0.0,0.0927,0.389,83.119,0BetVvPgw9Q8e3SrCLJXGu,255112,3,2023-07-22,2023-07-22,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
687,spotify:track:0xq9LbcW427pTgiSmPZvuY,Ngại Ngùng,Nguyễn Khánh Huế,2,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 3,12,0.471,0.314,5,-8.779,1,0.0379,0.868,0.0,0.0876,0.507,84.938,0xq9LbcW427pTgiSmPZvuY,163544,4,2023-07-22,2023-07-22,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
688,spotify:track:34GhDyeGNpAabLS0csJNkM,Nhỏ Học Chung Trường Lớn Lên Chung Đường,Nguyễn Lê Diễm Hằng,4,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 4,14,0.755,0.329,0,-11.896,1,0.161,0.921,1.88e-05,0.0612,0.876,105.371,34GhDyeGNpAabLS0csJNkM,147409,4,2023-07-29,2023-07-29,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
689,spotify:track:4xKCCUEodhP5EjCCTXcbdx,Trăng Sáng Như Tình Ta,Nguyễn Xuân Uy,1,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 3,15,0.533,0.5,0,-7.616,1,0.0422,0.812,0.0,0.0935,0.456,106.605,4xKCCUEodhP5EjCCTXcbdx,178329,4,2023-07-22,2023-07-22,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
690,spotify:track:2PVk6u4sWuHpd5ZBBRpi53,Với Anh Em Vẫn Là Cô Bé,Nguyễn Thanh Hường,1,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 3,12,0.505,0.274,7,-10.142,1,0.0417,0.868,0.0,0.411,0.392,130.426,2PVk6u4sWuHpd5ZBBRpi53,185141,4,2023-07-22,2023-07-22,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
691,spotify:track:21b5IZy5SsJwh5ul6eTQJq,Có Bao Giờ,Diệp Hoàng Phương Quyên,1,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 2,1,0.526,0.199,4,-11.053,1,0.0452,0.899,2.6e-06,0.2,0.524,120.982,21b5IZy5SsJwh5ul6eTQJq,181046,4,2023-07-18,2023-07-18,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
692,spotify:track:1ZHD1X8doMWEgfJWxYHIX0,Môi Hôn Vừa Trao Sao Đành Quên,Triệu Quang Vinh,1,['vietnamese idol pop'],Vietnam Idol (2023) - Tập 1,1,0.484,0.147,4,-16.394,1,0.0422,0.934,0.00286,0.109,0.272,106.431,1ZHD1X8doMWEgfJWxYHIX0,171936,4,2023-07-18,2023-07-18,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
